,Issue#,Title,Owner,Description,Labels,Reviewers,Assignees,Opened time,Closed time,Changed Files,Commits,Events,Participants,Number of Comments,Merged
2666,3951,Bilinear interpolation,SinaHonari,"First commit for issue #3928, bilinear interpolation.
",,,,2016-01-29 23:26:59,2016-03-11 15:37:38,theano/tensor/nnet/tests/test_abstract_conv.py theano/tensor/nnet/abstract_conv.py,0e35a6bc9778b4c32ae82f722fbb04da814bf223,"nouiz renamed 2016-01-30 01:56:39,fvisin mentioned 2016-01-30 05:08:03,fvisin subscribed 2016-01-30 05:08:03,SinaHonari mentioned 2016-01-30 05:53:54,SinaHonari subscribed 2016-01-30 05:53:54,andreh7 mentioned 2016-01-31 22:40:24,andreh7 subscribed 2016-01-31 22:40:24,lamblin mentioned 2016-01-31 22:40:24,lamblin subscribed 2016-01-31 22:40:24,SinaHonari mentioned 2016-02-01 00:03:42,SinaHonari subscribed 2016-02-01 00:03:42,lamblin mentioned 2016-02-02 20:55:38,lamblin subscribed 2016-02-02 20:55:38,lamblin mentioned 2016-02-02 22:42:16,lamblin subscribed 2016-02-02 22:42:16,SinaHonari head_ref_force_pushed 2016-02-05 21:08:06,A mentioned 2016-02-17 00:08:00,A subscribed 2016-02-17 00:08:00,b mentioned 2016-02-17 00:08:00,b subscribed 2016-02-17 00:08:00,d mentioned 2016-02-17 00:08:00,d subscribed 2016-02-17 00:08:00,e mentioned 2016-02-17 00:08:00,e subscribed 2016-02-17 00:08:00,f mentioned 2016-02-17 00:08:00,f subscribed 2016-02-17 00:08:00,g mentioned 2016-02-17 00:08:00,g subscribed 2016-02-17 00:08:00,h mentioned 2016-02-17 00:08:00,h subscribed 2016-02-17 00:08:00,i mentioned 2016-02-17 00:08:00,i subscribed 2016-02-17 00:08:00,j mentioned 2016-02-17 00:08:00,j subscribed 2016-02-17 00:08:00,k mentioned 2016-02-17 00:08:00,k subscribed 2016-02-17 00:08:00,l mentioned 2016-02-17 00:08:00,l subscribed 2016-02-17 00:08:00,m mentioned 2016-02-17 00:08:00,m subscribed 2016-02-17 00:08:00,n mentioned 2016-02-17 00:08:00,n subscribed 2016-02-17 00:08:00,o mentioned 2016-02-17 00:08:00,o subscribed 2016-02-17 00:08:00,p mentioned 2016-02-17 00:08:00,p subscribed 2016-02-17 00:08:00,q mentioned 2016-02-17 00:08:00,q subscribed 2016-02-17 00:08:00,r mentioned 2016-02-17 00:08:00,r subscribed 2016-02-17 00:08:00,s mentioned 2016-02-17 00:08:00,s subscribed 2016-02-17 00:08:00,t mentioned 2016-02-17 00:08:00,t subscribed 2016-02-17 00:08:00,lamblin mentioned 2016-02-19 16:26:39,lamblin subscribed 2016-02-19 16:26:39,SinaHonari mentioned 2016-02-19 16:26:39,SinaHonari subscribed 2016-02-19 16:26:39,SinaHonari mentioned 2016-02-19 16:47:35,SinaHonari subscribed 2016-02-19 16:47:35,fvisin mentioned 2016-02-19 16:47:35,fvisin subscribed 2016-02-19 16:47:35,lamblin mentioned 2016-02-19 16:56:04,lamblin subscribed 2016-02-19 16:56:04,lamblin mentioned 2016-02-19 23:15:18,lamblin subscribed 2016-02-19 23:15:18,SinaHonari head_ref_force_pushed 2016-02-22 21:56:13,SinaHonari head_ref_force_pushed 2016-02-26 05:51:03,SinaHonari mentioned 2016-03-04 22:42:41,SinaHonari subscribed 2016-03-04 22:42:41,lamblin mentioned 2016-03-04 22:42:41,lamblin subscribed 2016-03-04 22:42:41,SinaHonari head_ref_force_pushed 2016-03-04 23:33:01,lamblin mentioned 2016-03-07 05:26:53,lamblin subscribed 2016-03-07 05:26:53,SinaHonari head_ref_force_pushed 2016-03-09 00:08:59,SinaHonari head_ref_force_pushed 2016-03-09 00:13:40,SinaHonari mentioned 2016-03-09 00:19:30,SinaHonari subscribed 2016-03-09 00:19:30,fvisin mentioned 2016-03-09 00:29:49,fvisin subscribed 2016-03-09 00:29:49,SinaHonari mentioned 2016-03-09 15:40:44,SinaHonari subscribed 2016-03-09 15:40:44,SinaHonari head_ref_force_pushed 2016-03-09 17:14:32,lamblin mentioned 2016-03-10 03:55:49,lamblin subscribed 2016-03-10 03:55:49,SinaHonari mentioned 2016-03-10 06:09:42,SinaHonari subscribed 2016-03-10 06:09:42,fvisin mentioned 2016-03-10 17:47:48,fvisin subscribed 2016-03-10 17:47:48,SinaHonari head_ref_force_pushed 2016-03-10 18:29:53,abergeron closed 2016-03-10 23:55:09,abergeron reopened 2016-03-10 23:55:11,abergeron closed 2016-03-10 23:55:24,abergeron reopened 2016-03-10 23:56:09,lamblin referenced 2016-03-11 15:37:38,lamblin merged 2016-03-11 15:37:38,lamblin closed 2016-03-11 15:37:38,SinaHonari mentioned 2016-03-11 15:59:22,SinaHonari subscribed 2016-03-11 15:59:22,lamblin mentioned 2016-03-11 15:59:22,lamblin subscribed 2016-03-11 15:59:22",o q e n f d lamblin andreh7 k s m nouiz SinaHonari fvisin ypxie A g p b t j r h abergeron i l,141,True
2667,3952,Fix doc gen,nouiz,,,,,2016-01-30 03:43:16,2016-01-31 20:18:57,doc/library/sandbox/index.txt,dac4da86a544dc69a6b848a1ea2f0e2e29c8d20b,"nouiz head_ref_force_pushed 2016-01-30 04:07:05,nouiz referenced 2016-01-31 20:18:57,nouiz merged 2016-01-31 20:18:57,nouiz closed 2016-01-31 20:18:57,nouiz head_ref_deleted 2016-01-31 20:19:04",nouiz,1,True
2668,3954,LogAbsDet,harpone,"Hi! Go the LogAbsDet op done with gradient, but no GPU code so far... if anyone wants to help/ point me to PyCuda/CUDA implementation of SVD, let me know!

This is very similar to numpy.linalg.slogdet, except that the sign of the determinant is omitted, so it just computes log(abs(det(M))) for a matrix M.

Note that M does not need to be positive semidefinite, since we're taking the absolute value (as happens in e.g. maximum likelihood estimation).
",,,,2016-01-30 14:19:12,2016-01-31 13:09:21,theano/tensor/nlinalg.py theano/tensor/tests/test_nlinalg.py,2ac3aa7d21c628f228305477510a0458ebf570cc f21eb7f8143a5afc69147fc2c9e3d39471ff55bf,harpone closed 2016-01-31 13:09:21,harpone,3,False
2669,3955,Fix typo in docs,prayagverma,"debuging > debugging
",,,,2016-01-30 18:40:44,2016-02-01 01:08:32,doc/library/compile/mode.txt,61c71ab67952e2ba2fe42d64943849d3b92bd476,"nouiz referenced 2016-02-01 01:08:32,nouiz merged 2016-02-01 01:08:32,nouiz closed 2016-02-01 01:08:32",prayagverma nouiz,0,True
2670,3957,LogAbsDet,harpone,"Second go at the LogAbsDet op. Has gradient, but no GPU code so far... if anyone wants to help/ point me to PyCuda/CUDA implementation of SVD, let me know!

This is very similar to numpy.linalg.slogdet, except that the sign of the determinant is omitted, so it just computes log(abs(det(M))) for a matrix M.

Note that M does not need to be positive semidefinite, since we're taking the absolute value (as happens in e.g. maximum likelihood estimation).
",,,,2016-01-31 15:15:17,2016-01-31 15:25:56,theano/tensor/nlinalg.py theano/tensor/tests/test_nlinalg.py,2ac3aa7d21c628f228305477510a0458ebf570cc f21eb7f8143a5afc69147fc2c9e3d39471ff55bf d91b212a20cc1e77a540ac55786e5b5a3982ad68,harpone closed 2016-01-31 15:25:56,harpone,1,False
2671,3958,LogABsDet,harpone,"Travis CI corrections (Python 3.3 compatibility fixes)

Second go at the LogAbsDet op. Has gradient, but no GPU code so far... if anyone wants to help/ point me to PyCuda/CUDA implementation of SVD, let me know!

This is very similar to numpy.linalg.slogdet, except that the sign of the determinant is omitted, so it just computes log(abs(det(M))) for a matrix M.

Note that M does not need to be positive semidefinite, since we're taking the absolute value (as happens in e.g. maximum likelihood estimation).
",,,,2016-01-31 15:28:10,2016-01-31 17:50:29,theano/tensor/nlinalg.py theano/tensor/tests/test_nlinalg.py,c030c062db34546824fc2beb968f263fd0682dc6 2ac3aa7d21c628f228305477510a0458ebf570cc f21eb7f8143a5afc69147fc2c9e3d39471ff55bf d91b212a20cc1e77a540ac55786e5b5a3982ad68,"harpone closed 2016-01-31 17:50:29,nouiz mentioned 2016-01-31 20:42:57,nouiz subscribed 2016-01-31 20:42:57",harpone nouiz,2,False
2672,3961,Fix a test on GPU with mode=FAST_COMPILE,nouiz,"also fix a test with python 3
",,,,2016-02-01 01:53:05,2016-02-01 22:41:15,theano/tests/test_printing.py theano/sandbox/cuda/tests/test_blas.py theano/d3viz/d3viz.py .travis.yml,a3575cff4a7d8f348343b774fca7ea7b36d4f2e6 b8772f4f6f07f890c57913dd163f464e59ad628e 1d46dd1af91eb82abd6ef3d9c2a47d2b44369e23 7ffd86a09a8d9cb0270b55cd1df4d3cdc1c12cdc,"abergeron referenced 2016-02-01 22:41:15,abergeron merged 2016-02-01 22:41:15,abergeron closed 2016-02-01 22:41:15,nouiz head_ref_deleted 2016-02-02 01:59:40",abergeron nouiz,1,True
2673,3964,Cleaunup profileMode deprecation in docs,memimo,"fixes #3929 
@carriepl
",,,,2016-02-01 16:44:58,2016-02-11 15:16:45,doc/tutorial/using_gpu.txt doc/cifarSC2011/advanced_theano.txt doc/crei2013/advanced_theano.txt doc/crei2013/theano.txt theano/compile/profiling.py doc/cifarSC2011/theano.txt doc/tutorial/profiling.txt doc/library/compile/mode.txt,e493f9cde6698a8da407dc0d51c2cfe9c6853c66 573ccea79f07b9c6ee86529908c1545bf9421401 dbefcd29c4eb03fe238ba3b34dbbc9dc7f92d85d,"carriepl mentioned 2016-02-01 16:44:58,carriepl subscribed 2016-02-01 16:44:58,memimo head_ref_force_pushed 2016-02-01 18:22:29,memimo head_ref_force_pushed 2016-02-01 19:46:29,lamblin mentioned 2016-02-02 19:07:43,lamblin subscribed 2016-02-02 19:07:43,memimo mentioned 2016-02-08 14:45:13,memimo subscribed 2016-02-08 14:45:13,memimo head_ref_force_pushed 2016-02-08 21:04:01,carriepl referenced 2016-02-11 15:16:45,carriepl merged 2016-02-11 15:16:45,carriepl closed 2016-02-11 15:16:45,memimo head_ref_deleted 2016-02-12 00:18:53",lamblin memimo carriepl abergeron nouiz,25,True
2674,3965,gpu dnn pool takes tensor variables,harm-devries,"rebase of gh-3588
",,,,2016-02-01 18:51:31,2016-02-22 13:53:36,theano/compile/debugmode.py theano/sandbox/cuda/tests/old_pool_interface.pkl theano/tensor/elemwise.py theano/sandbox/cuda/blas.py theano/gof/op.py theano/sandbox/cuda/dnn.py theano/sandbox/cuda/tests/test_dnn.py,b41c0a03864f6fc8560d72455d3f334eff55af32 bc5b983f86dbf7e6229ac716cacbec164f0feed5 fec5c70e02458aabc2e33e71ba8f4e586c5e31cc 5212d6816017ad05f182ce52af046822e25b6eab 5c172018468c25947c5e9347f1673f9eaa1d709e 4f2b2687c1bdc77641c755017861a5e8543456de 0e0fa0041c38fa68ea0bbacd6d68b13896859b45 bbd9ff3fd844142652ef844e363fe04f3d57f152 e1c65a5695f8f604acc902b5323bea8abc0461f6 ca19b615031d44423641419522b4b6aefd46de51,"lamblin mentioned 2016-02-03 23:06:58,lamblin subscribed 2016-02-03 23:06:58,harm-devries head_ref_force_pushed 2016-02-15 17:12:36,nouiz mentioned 2016-02-17 19:05:24,nouiz subscribed 2016-02-17 19:05:24,nouiz mentioned 2016-02-17 19:12:01,nouiz subscribed 2016-02-17 19:12:01,nouiz referenced 2016-02-22 13:53:36,nouiz merged 2016-02-22 13:53:36,nouiz closed 2016-02-22 13:53:36",harm-devries abergeron nouiz lamblin,28,True
2675,3966,add flag dnn.enabled,nouiz,"This allow to always disable cudnn without corner case where it is partially installed.

fix gh-3962
",,,,2016-02-01 19:00:07,2016-02-03 13:43:21,doc/library/config.txt theano/sandbox/cuda/dnn.py theano/configdefaults.py theano/sandbox/gpuarray/dnn.py doc/library/sandbox/cuda/dnn.txt,9d1344fab7619b364570fbe0e830f50ba3bcaae6 520df6b5b91596f67c73e1634d32750a12f6dfb0 b0b4f13db12f6eed3ca718cd70a9b26d3cdc65f1 08c6bbc310328c1d3ff7cf420b3589d6d4c61cba 49b79e5e9605b4dc805ad358eea79f18bface504 52790dda35f7a1dc4680139f3d3c0a0df88c145c b755970210bdd0cd46154b595bcbd5c712a125c4 178d79323fcab4c26258615f9076ecf17cabd987,"nouiz referenced 2016-02-03 13:43:21,nouiz merged 2016-02-03 13:43:21,nouiz closed 2016-02-03 13:43:21,nouiz head_ref_deleted 2016-02-03 13:45:09",nouiz lamblin,11,True
2676,3968,Enable opt in NanGuardMode. Make it use the default optimizer.,nouiz,"Fix gh-3967.
",,,,2016-02-01 20:30:57,2016-02-02 02:02:06,theano/compile/nanguardmode.py,20cf4565c1aee53dc0d3d8a1a2ad9fb07be32f9d,"lamblin referenced 2016-02-02 02:02:06,lamblin merged 2016-02-02 02:02:06,lamblin closed 2016-02-02 02:02:06,nouiz head_ref_deleted 2016-02-02 02:17:43",nouiz lamblin,1,True
2677,3969,Fix args with -Wl to nvcc,abergeron,"We can't just stuff them in -Xcompiler since this splits the -Wl and the following arg.  I just rewrite them as -Xlinker.
",,,,2016-02-01 21:54:12,2016-02-02 16:52:58,theano/sandbox/cuda/nvcc_compiler.py,daab99c6ee4fd0babebd5af08e208d9fb0fd34a4 b39b15d6c2b161ce530fbd0624c05b74cd581819 e205ce2ae1ebd8bad6945a2960d169a34a47a80c,"lamblin referenced 2016-02-02 16:52:58,lamblin merged 2016-02-02 16:52:58,lamblin closed 2016-02-02 16:52:58,abergeron head_ref_deleted 2016-02-02 20:20:40",abergeron lamblin,0,True
2678,3970,Fix the thunk differences in DebugMode,abergeron,"The workaround with signatures should also be applied for unsigned integers.
",,,,2016-02-01 23:11:32,2016-02-02 16:53:10,theano/tensor/elemwise.py,7d2578c2df63bfe3c435c9c8a8b26916ab20304c,"lamblin referenced 2016-02-02 16:53:10,lamblin merged 2016-02-02 16:53:10,lamblin closed 2016-02-02 16:53:10",abergeron nouiz lamblin,1,True
2679,3973,Fix problems in tests in DebugMode.,abergeron,,,,,2016-02-02 01:02:08,2016-02-02 18:03:20,theano/typed_list/tests/test_basic.py theano/sandbox/cuda/tests/test_conv_cuda_ndarray.py theano/typed_list/basic.py,1e2660a97529e237daa51e5b692a7b33f510dc23 9b05f821127082624048c1f59a7f8f5e0e1e244d,"nouiz referenced 2016-02-02 18:03:20,nouiz merged 2016-02-02 18:03:20,nouiz closed 2016-02-02 18:03:20,abergeron head_ref_deleted 2016-02-02 20:20:36",abergeron nouiz lamblin,2,True
2680,3974,Faster optimisation,nouiz,"This is a fix to this keras issue: https://github.com/fchollet/keras/issues/1600

Mostly, one example was VERY slow to compile. With this, it get super fast to compile.
",,,,2016-02-02 01:36:22,2016-02-02 17:00:29,theano/tensor/basic.py theano/tensor/opt.py,cd0afd453b27005579dc58f0271e21bdedcbbb51 6a9aa55d23351e1ba5c383273ece43814b12d822,"lamblin renamed 2016-02-02 02:33:36,lamblin referenced 2016-02-02 17:00:29,lamblin merged 2016-02-02 17:00:29,lamblin closed 2016-02-02 17:00:29,nouiz head_ref_deleted 2016-02-02 18:11:12",nouiz lamblin,0,True
2681,3975,optimize advancedsubtensor,yingzha,"Fixes #3166.
@abergeron, I didn't push the test function for this optimization since when I tested it locally, it said optimization failed and I'm not sure which part is going wrong.
I did not remove the annotation to make it a bit clearer. Could you take a look on the function and notify me where the problem is?
Thanks!
- [x] Optimization function
- [ ]  Test function for it
",,,,2016-02-02 05:24:59,2016-02-18 03:56:15,,,"abergeron mentioned 2016-02-02 05:24:59,abergeron subscribed 2016-02-02 05:24:59,abergeron mentioned 2016-02-05 18:24:37,abergeron subscribed 2016-02-05 18:24:37,abergeron mentioned 2016-02-05 18:24:58,abergeron subscribed 2016-02-05 18:24:58,abergeron mentioned 2016-02-05 18:25:31,abergeron subscribed 2016-02-05 18:25:31,yingzha closed 2016-02-18 03:56:15,yingzha head_ref_force_pushed 2016-02-18 03:56:15",yingzha abergeron lamblin,3,False
2682,3976,Make opt GpuAlloc memset0 work in the new back-end,nouiz,,,,,2016-02-02 14:27:26,2016-02-03 17:07:03,theano/sandbox/gpuarray/opt.py theano/sandbox/gpuarray/tests/test_opt.py,e486864f5f573ca841aa9fb3b30ba7d6cb0f6dea,"abergeron referenced 2016-02-03 17:07:03,abergeron merged 2016-02-03 17:07:03,abergeron closed 2016-02-03 17:07:03,nouiz head_ref_deleted 2016-02-03 17:08:23",abergeron nouiz,0,True
2683,3977,h_softmax: removed three redundant parameters,Tuyki,"Compared to the last version, there are some _internal_ parameters derived from the weight matrices: (suggestions of @sisp)
    - batch_size = x.shape[0], which could vary in each iteration; This is especially advantageous for the evaluation of the model;
    - n_classes is derived from the W1.shape[1];
    - n_outputs_per_class is derived from W2.shape[2];
",,,,2016-02-02 15:00:39,2016-02-02 20:08:44,theano/tensor/nnet/nnet.py,158d9406764d847433745952b324193f1f0f524e,"sisp mentioned 2016-02-02 15:06:38,sisp subscribed 2016-02-02 15:06:38,abergeron mentioned 2016-02-02 20:08:44,abergeron subscribed 2016-02-02 20:08:44,Tuyki closed 2016-02-02 20:08:44",abergeron Tuyki nouiz sisp,3,False
2684,3982,Fix Gpu......WithBias to work properly for float64.,abergeron,,,,,2016-02-02 22:29:18,2016-02-03 13:42:25,theano/sandbox/gpuarray/nnet.py,594e7de30188cfc63abf11afe3d31b5da840c66e,"nouiz referenced 2016-02-03 13:42:25,nouiz merged 2016-02-03 13:42:25,nouiz closed 2016-02-03 13:42:25,abergeron head_ref_deleted 2016-05-25 15:56:21",abergeron nouiz,3,True
